transaction_id,customer_id,transaction_date,transaction_type,category,channel,amount,balance_after
TXN1014827,CUST101842,2024-01-21,Debit,Dining,Credit Card,8458.25,15354.99
TXN1030512,CUST103808,2024-01-21,Debit,Utilities,Debit Card,12499.86,106810.68
TXN1036916,CUST104605,2024-01-21,Debit,EMI,UPI,1268.89,89652.12
TXN1036347,CUST104533,2024-01-21,Credit,Salary,Debit Card,35708.29,139258.24
TXN1022596,CUST102815,2024-01-21,Debit,EMI,Net Banking,18674.82,189714.44
TXN1030103,CUST103758,2024-01-21,Debit,EMI,Debit Card,26302.23,48073.76
TXN1035337,CUST104408,2024-01-21,Debit,Utilities,UPI,14377.6,83544.86
TXN1035292,CUST104402,2024-01-21,Debit,Insurance,ATM,5130.07,36502.41
TXN1000467,CUST100061,2024-01-21,Debit,Utilities,Net Banking,3075.18,86712.31
TXN1025462,CUST103173,2024-01-21,Debit,Transfer Out,Net Banking,5392.99,64108.91
TXN1001898,CUST100244,2024-01-21,Debit,ATM Withdrawal,UPI,2159.85,36039.73
TXN1003429,CUST100424,2024-01-21,Debit,Investment,UPI,4592.94,56323.1
TXN1017034,CUST102111,2024-01-21,Debit,Travel,Debit Card,12773.4,133198.94
TXN1025197,CUST103140,2024-01-21,Credit,Transfer In,UPI,7601.07,53714.2
TXN1016812,CUST102086,2024-01-21,Debit,ATM Withdrawal,UPI,16006.24,114601.9
TXN1000980,CUST100128,2024-01-21,Credit,Salary,Debit Card,35392.68,115753.71
TXN1039851,CUST104972,2024-01-21,Credit,Salary,Debit Card,49631.87,65989.0
TXN1025367,CUST103163,2024-01-21,Debit,Dining,Credit Card,1372.81,12634.9
TXN1007912,CUST100982,2024-01-21,Debit,Shopping,Net Banking,39463.61,133656.83
TXN1014636,CUST101818,2024-01-21,Debit,Shopping,Net Banking,16611.6,101522.59
TXN1006133,CUST100762,2024-01-21,Debit,Utilities,Net Banking,3721.47,48677.52
TXN1014660,CUST101821,2024-01-21,Debit,EMI,ATM,38836.39,192188.93
TXN1025290,CUST103151,2024-01-21,Debit,Transfer Out,Debit Card,1369.43,14154.57
TXN1035254,CUST104398,2024-01-21,Credit,Salary,UPI,8503.67,33110.78
TXN1009964,CUST101240,2024-01-21,Debit,Insurance,UPI,71283.23,462014.29
TXN1039672,CUST104949,2024-01-21,Credit,Salary,UPI,35910.18,125179.21
TXN1025707,CUST103203,2024-01-21,Debit,Shopping,Debit Card,26930.51,3525.05
TXN1022324,CUST102779,2024-01-21,Debit,Shopping,Debit Card,6465.94,39423.59
TXN1003414,CUST100422,2024-01-21,Debit,ATM Withdrawal,Debit Card,21349.81,241245.9
TXN1003374,CUST100418,2024-01-21,Debit,Transfer Out,Net Banking,23015.8,124267.58
TXN1029635,CUST103698,2024-01-21,Credit,Salary,UPI,9777.88,18727.96
TXN1029642,CUST103699,2024-01-21,Credit,Salary,UPI,10788.68,28836.36
TXN1030938,CUST103859,2024-01-21,Debit,Insurance,UPI,28055.96,63303.81
TXN1009663,CUST101201,2024-01-21,Debit,Dining,ATM,3473.88,42763.02
TXN1001978,CUST100252,2024-01-21,Debit,EMI,Credit Card,3428.23,3867.67
TXN1026106,CUST103253,2024-01-21,Debit,Dining,Net Banking,7815.56,67807.5
TXN1010530,CUST101315,2024-01-21,Debit,Shopping,ATM,8993.17,40866.92
TXN1010479,CUST101307,2024-01-21,Debit,Dining,ATM,5852.03,34753.47
TXN1026079,CUST103250,2024-01-21,Debit,Utilities,UPI,13833.81,8345.11
TXN1010467,CUST101305,2024-01-21,Debit,Transfer Out,UPI,1362.26,197065.75
TXN1029763,CUST103713,2024-01-21,Debit,Shopping,UPI,1146.31,55154.2
TXN1001066,CUST100140,2024-01-21,Credit,Salary,Net Banking,39910.22,73834.23
TXN1003039,CUST100380,2024-01-21,Debit,Insurance,UPI,4115.53,53920.75
TXN1025005,CUST103115,2024-01-21,Debit,EMI,UPI,7070.01,18978.83
TXN1026017,CUST103244,2024-01-21,Debit,EMI,UPI,8705.87,74668.84
TXN1008141,CUST101011,2024-01-21,Debit,ATM Withdrawal,ATM,7023.21,18552.41
TXN1039459,CUST104922,2024-01-21,Debit,Utilities,Net Banking,6980.87,94072.99
TXN1020358,CUST102527,2024-01-21,Credit,Transfer In,Debit Card,19419.44,82863.78
TXN1039373,CUST104912,2024-01-21,Debit,Utilities,Debit Card,2777.64,75549.43
TXN1025928,CUST103232,2024-01-21,Debit,Shopping,UPI,1072.34,5064.86
TXN1022793,CUST102840,2024-01-21,Debit,Dining,ATM,10139.1,27980.55
TXN1030706,CUST103832,2024-01-21,Debit,Utilities,Debit Card,7426.84,41359.61
TXN1014961,CUST101858,2024-01-21,Debit,Shopping,Net Banking,14357.22,40828.63
TXN1039628,CUST104944,2024-01-21,Credit,Salary,Debit Card,9090.06,26136.4
TXN1029889,CUST103730,2024-01-21,Debit,Dining,ATM,1873.05,41666.26
TXN1040058,CUST104998,2024-01-21,Debit,Dining,ATM,147.41,22396.72
TXN1036285,CUST104526,2024-01-21,Debit,Shopping,UPI,22334.92,43101.74
TXN1022314,CUST102778,2024-01-21,Debit,Dining,UPI,8871.47,17862.09
TXN1009811,CUST101222,2024-01-21,Debit,Dining,Debit Card,1398.6,78957.23
TXN1022248,CUST102770,2024-01-21,Debit,Insurance,Net Banking,1758.16,30169.78
TXN1030863,CUST103851,2024-01-21,Debit,ATM Withdrawal,UPI,2048.48,6191.36
TXN1030429,CUST103798,2024-01-21,Debit,Transfer Out,ATM,4604.45,52125.76
TXN1036072,CUST104499,2024-01-21,Credit,Salary,ATM,16932.62,37332.87
TXN1032414,CUST104044,2024-01-21,Debit,EMI,UPI,12021.76,60455.9
TXN1036723,CUST104581,2024-01-21,Credit,Salary,UPI,10914.23,37539.66
TXN1016102,CUST101997,2024-01-21,Debit,Shopping,UPI,23549.32,103457.3
TXN1017989,CUST102233,2024-01-21,Credit,Transfer In,Net Banking,4216.74,24700.8
TXN1011516,CUST101435,2024-01-21,Credit,Salary,UPI,83102.15,349685.61
TXN1012100,CUST101505,2024-01-21,Debit,EMI,Net Banking,3748.25,26250.71
TXN1031550,CUST103939,2024-01-21,Debit,Utilities,Branch,36627.52,309968.66
TXN1027085,CUST103380,2024-01-21,Debit,ATM Withdrawal,UPI,1030.09,15311.29
TXN1037445,CUST104676,2024-01-21,Debit,Dining,UPI,25661.89,85818.14
TXN1003713,CUST100463,2024-01-21,Debit,ATM Withdrawal,UPI,11295.91,103727.25
TXN1001491,CUST100194,2024-01-21,Debit,EMI,ATM,14833.33,37394.79
TXN1005630,CUST100695,2024-01-21,Debit,Investment,Net Banking,7839.11,374411.94
TXN1013091,CUST101625,2024-01-21,Credit,Refund,Debit Card,2049.06,35563.01
TXN1020987,CUST102604,2024-01-21,Debit,ATM Withdrawal,Net Banking,9216.9,95063.32
TXN1027031,CUST103373,2024-01-21,Debit,EMI,Net Banking,16600.24,22161.28
TXN1008426,CUST101046,2024-01-21,Debit,Shopping,UPI,31535.6,215744.29
TXN1012263,CUST101526,2024-01-21,Debit,Shopping,UPI,1301.96,89567.84
TXN1027011,CUST103370,2024-01-21,Debit,Transfer Out,ATM,20770.62,60915.51
TXN1017894,CUST102220,2024-01-21,Debit,Travel,UPI,11444.53,33619.72
TXN1033940,CUST104231,2024-01-21,Debit,EMI,Debit Card,5276.57,26965.18
TXN1018432,CUST102288,2024-01-21,Credit,Salary,Credit Card,22041.23,36498.68
TXN1021393,CUST102658,2024-01-21,Debit,Utilities,Debit Card,11742.17,299173.1
TXN1002982,CUST100375,2024-01-21,Credit,Transfer In,Credit Card,6417.11,64553.36
TXN1021306,CUST102647,2024-01-21,Credit,Transfer In,UPI,17228.83,202512.89
TXN1036066,CUST104498,2024-01-21,Debit,Shopping,Net Banking,31042.44,22610.86
TXN1009125,CUST101132,2024-01-21,Debit,Shopping,Net Banking,7456.1,62315.75
TXN1004432,CUST100550,2024-01-21,Debit,Shopping,ATM,2500.97,2210.5
TXN1028508,CUST103555,2024-01-21,Credit,Salary,UPI,53960.5,223347.54
TXN1016137,CUST102000,2024-01-21,Debit,Shopping,Debit Card,2483.07,52856.26
TXN1005983,CUST100744,2024-01-21,Debit,Shopping,Net Banking,1486.15,21743.18
TXN1027334,CUST103410,2024-01-21,Debit,Transfer Out,UPI,3574.58,181781.15
TXN1005982,CUST100744,2024-01-21,Debit,ATM Withdrawal,UPI,1087.6,7605.85
TXN1000608,CUST100080,2024-01-21,Debit,EMI,UPI,4896.31,38962.58
TXN1036167,CUST104511,2024-01-21,Debit,Utilities,UPI,9450.23,35096.77
TXN1028426,CUST103546,2024-01-21,Debit,Transfer Out,Debit Card,13576.38,47434.85
TXN1028376,CUST103540,2024-01-21,Debit,Insurance,UPI,14477.28,170756.7
TXN1032161,CUST104014,2024-01-21,Credit,Refund,Credit Card,19945.75,159950.1
TXN1012027,CUST101497,2024-01-21,Credit,Salary,Debit Card,37624.5,63578.21
TXN1034120,CUST104254,2024-01-21,Debit,Investment,UPI,4939.15,21736.45
TXN1015609,CUST101935,2024-01-21,Credit,Salary,UPI,47972.89,159478.47
TXN1027269,CUST103403,2024-01-21,Debit,EMI,UPI,8557.84,99827.92
TXN1002270,CUST100287,2024-01-21,Debit,Transfer Out,Debit Card,14191.42,27773.01
TXN1012919,CUST101603,2024-01-21,Debit,Insurance,Credit Card,3690.61,69824.61
TXN1000235,CUST100029,2024-01-21,Debit,Shopping,UPI,6597.58,52430.93
TXN1029325,CUST103657,2024-01-21,Debit,Dining,Debit Card,10088.16,28674.37
TXN1028329,CUST103535,2024-01-21,Credit,Salary,ATM,27377.2,52800.08
TXN1028768,CUST103588,2024-01-21,Debit,Utilities,Net Banking,1030.05,38011.28
TXN1011609,CUST101445,2024-01-21,Debit,Transfer Out,Net Banking,4353.52,36658.57
TXN1006945,CUST100860,2024-01-21,Credit,Salary,Credit Card,60993.99,269366.05
TXN1032365,CUST104039,2024-01-21,Debit,Dining,Net Banking,5736.91,62495.55
TXN1009117,CUST101131,2024-01-21,Debit,EMI,UPI,2501.14,17730.91
TXN1027272,CUST103404,2024-01-21,Debit,ATM Withdrawal,UPI,1024.52,53926.15
TXN1028955,CUST103611,2024-01-21,Debit,EMI,Debit Card,5018.06,19116.49
TXN1016360,CUST102027,2024-01-21,Credit,Salary,UPI,39145.14,136692.06
TXN1016227,CUST102012,2024-01-21,Debit,Utilities,UPI,8486.48,77221.32
TXN1037522,CUST104685,2024-01-21,Credit,Salary,Net Banking,19310.98,35818.03
TXN1013305,CUST101652,2024-01-21,Debit,Utilities,UPI,2876.82,19150.47
TXN1007196,CUST100891,2024-01-21,Debit,Travel,UPI,3349.34,16276.39
TXN1036110,CUST104503,2024-01-21,Debit,Utilities,Debit Card,9038.35,21317.75
TXN1033757,CUST104209,2024-01-21,Debit,Utilities,UPI,11743.49,106442.33
TXN1000546,CUST100071,2024-01-21,Credit,Salary,Net Banking,168648.59,672677.92
TXN1005035,CUST100625,2024-01-21,Debit,Investment,UPI,2084.97,89888.26
TXN1002717,CUST100340,2024-01-21,Debit,ATM Withdrawal,UPI,15526.47,127780.97
TXN1000649,CUST100086,2024-01-21,Debit,Dining,Debit Card,5533.06,46024.35
TXN1029217,CUST103644,2024-01-21,Debit,Transfer Out,UPI,629.5,111499.29
TXN1003764,CUST100468,2024-01-21,Debit,Dining,Credit Card,6099.44,109491.75
TXN1032109,CUST104006,2024-01-21,Debit,Dining,ATM,2900.54,61018.77
TXN1031205,CUST103894,2024-01-21,Credit,Refund,Net Banking,6620.75,27531.83
TXN1012310,CUST101532,2024-01-21,Debit,Utilities,Debit Card,11530.62,121117.93
TXN1016883,CUST102093,2024-01-21,Debit,Shopping,UPI,2838.92,26418.34
TXN1004515,CUST100559,2024-01-21,Debit,Shopping,UPI,22909.47,30586.55
TXN1024600,CUST103062,2024-01-21,Debit,Dining,Debit Card,9527.75,3277.35
TXN1037752,CUST104712,2024-01-21,Debit,Dining,UPI,2811.03,1244.1
TXN1006303,CUST100783,2024-01-21,Credit,Salary,Credit Card,38370.39,67933.84
TXN1029311,CUST103654,2024-01-21,Credit,Transfer In,UPI,2350.84,33802.58
TXN1000088,CUST100013,2024-01-21,Debit,EMI,Net Banking,3944.68,56918.38
TXN1035125,CUST104383,2024-01-21,Debit,EMI,Debit Card,7628.86,99386.67
TXN1036789,CUST104587,2024-01-21,Debit,EMI,Net Banking,7504.46,99249.74
TXN1002221,CUST100282,2024-01-21,Debit,Investment,UPI,3423.87,58118.05
TXN1028102,CUST103508,2024-01-21,Debit,Transfer Out,Debit Card,10666.11,234584.16
TXN1023842,CUST102969,2024-01-21,Debit,Travel,UPI,18613.95,121916.5
TXN1001499,CUST100195,2024-01-21,Debit,Utilities,Debit Card,1014.27,51591.8
TXN1029090,CUST103628,2024-01-21,Credit,Transfer In,UPI,17000.73,136367.37
TXN1019646,CUST102440,2024-01-21,Credit,Salary,Branch,49115.33,82622.26
TXN1005670,CUST100700,2024-01-21,Debit,ATM Withdrawal,UPI,12357.32,103644.98
TXN1020873,CUST102591,2024-01-21,Debit,Shopping,Debit Card,6187.42,25119.53
TXN1007096,CUST100880,2024-01-21,Debit,Travel,Net Banking,7086.0,13193.99
TXN1021485,CUST102672,2024-01-21,Credit,Salary,Net Banking,26229.79,91441.4
TXN1019551,CUST102430,2024-01-21,Credit,Salary,UPI,28929.03,41217.17
TXN1038672,CUST104824,2024-01-21,Credit,Transfer In,Branch,5610.96,10032.78
TXN1015710,CUST101948,2024-01-21,Debit,Shopping,Debit Card,3947.32,66756.92
TXN1031238,CUST103898,2024-01-21,Debit,Investment,Net Banking,6270.27,111227.47
TXN1001436,CUST100186,2024-01-21,Credit,Transfer In,Debit Card,2549.67,30949.51
TXN1008739,CUST101085,2024-01-21,Credit,Salary,ATM,36090.57,119647.4
TXN1004906,CUST100606,2024-01-21,Credit,Transfer In,Debit Card,16632.48,106019.06
TXN1005673,CUST100700,2024-01-21,Debit,Investment,UPI,8237.97,58586.33
TXN1013259,CUST101646,2024-01-21,Credit,Transfer In,UPI,1697.52,28173.65
TXN1001517,CUST100197,2024-01-21,Credit,Salary,UPI,127258.37,514096.56
TXN1020850,CUST102588,2024-01-21,Debit,EMI,Credit Card,2963.0,7300.78
TXN1027938,CUST103488,2024-01-21,Debit,EMI,ATM,393.2,23854.5
TXN1011276,CUST101405,2024-01-21,Debit,EMI,Debit Card,1943.3,74318.33
TXN1027980,CUST103493,2024-01-21,Debit,Travel,Net Banking,12779.27,52704.88
TXN1032593,CUST104067,2024-01-21,Debit,Utilities,UPI,11486.82,93374.82
TXN1019418,CUST102412,2024-01-21,Debit,Shopping,Credit Card,15673.22,152052.05
TXN1023771,CUST102961,2024-01-21,Debit,EMI,Net Banking,9505.91,53354.94
TXN1020198,CUST102509,2024-01-21,Debit,Shopping,Branch,6855.61,10933.41
TXN1027662,CUST103452,2024-01-21,Credit,Salary,Debit Card,31749.94,128028.07
TXN1019067,CUST102366,2024-01-22,Debit,Utilities,Credit Card,5153.12,97582.11
TXN1032780,CUST104092,2024-01-22,Debit,Utilities,UPI,4723.44,39833.51
TXN1002175,CUST100277,2024-01-22,Credit,Salary,UPI,58953.17,243436.68
TXN1014900,CUST101850,2024-01-22,Debit,Transfer Out,UPI,12821.23,110871.5
TXN1016058,CUST101991,2024-01-22,Credit,Salary,Debit Card,110385.99,310057.94
TXN1002863,CUST100358,2024-01-22,Debit,Shopping,Net Banking,9459.51,144355.07
TXN1023954,CUST102984,2024-01-22,Debit,Transfer Out,UPI,9017.6,34099.26
TXN1023951,CUST102984,2024-01-22,Debit,ATM Withdrawal,UPI,11131.15,134556.51
TXN1037682,CUST104703,2024-01-22,Debit,Dining,ATM,1181.62,208378.41
TXN1014780,CUST101835,2024-01-22,Debit,ATM Withdrawal,Branch,10926.31,69092.56
TXN1030483,CUST103804,2024-01-22,Credit,Refund,Debit Card,1716.3,24548.42
TXN1019073,CUST102367,2024-01-22,Debit,ATM Withdrawal,Debit Card,2829.24,9813.97
TXN1032122,CUST104008,2024-01-22,Debit,EMI,Net Banking,3282.22,56983.36
TXN1005796,CUST100718,2024-01-22,Debit,Dining,UPI,6753.89,19157.52
TXN1015964,CUST101979,2024-01-22,Debit,Shopping,Branch,1487.31,21949.74
TXN1023825,CUST102967,2024-01-22,Debit,Shopping,Net Banking,9001.65,12088.77
TXN1040009,CUST104992,2024-01-22,Debit,EMI,Debit Card,2962.16,6276.87
TXN1016033,CUST101988,2024-01-22,Debit,EMI,UPI,26262.06,353188.67
TXN1016034,CUST101988,2024-01-22,Debit,Dining,ATM,41564.71,41005.78
TXN1019275,CUST102395,2024-01-22,Debit,Utilities,UPI,3466.97,2254.97
TXN1038141,CUST104758,2024-01-22,Debit,Shopping,Net Banking,3887.76,88391.19
TXN1009380,CUST101164,2024-01-22,Debit,EMI,ATM,2764.3,19861.84
TXN1016183,CUST102006,2024-01-22,Credit,Salary,UPI,36310.49,111358.83
TXN1034890,CUST104352,2024-01-22,Debit,Shopping,Debit Card,3731.92,72010.44
TXN1024428,CUST103042,2024-01-22,Debit,Shopping,Debit Card,2231.78,226516.0
TXN1015493,CUST101921,2024-01-22,Debit,Utilities,UPI,3311.98,23315.51
TXN1003733,CUST100465,2024-01-22,Debit,Shopping,UPI,18277.52,109975.92
TXN1009244,CUST101149,2024-01-22,Debit,Transfer Out,Branch,2168.31,10462.73
TXN1015431,CUST101914,2024-01-22,Debit,Utilities,Debit Card,6462.41,100563.1
TXN1008355,CUST101037,2024-01-22,Debit,Shopping,Net Banking,4044.39,63028.12
TXN1005839,CUST100723,2024-01-22,Credit,Salary,ATM,61682.6,192067.44
TXN1016387,CUST102031,2024-01-22,Credit,Salary,UPI,12131.77,45444.77
TXN1032563,CUST104064,2024-01-22,Debit,Shopping,Net Banking,37482.14,248760.07
TXN1024938,CUST103106,2024-01-22,Debit,EMI,Debit Card,16351.11,36559.93
TXN1008384,CUST101041,2024-01-22,Debit,EMI,UPI,21145.9,63922.82
TXN1002002,CUST100255,2024-01-22,Debit,Travel,ATM,6576.02,57794.91
TXN1031267,CUST103902,2024-01-22,Debit,EMI,Net Banking,1943.89,22853.34
TXN1005872,CUST100728,2024-01-22,Credit,Transfer In,UPI,24167.11,174223.94
TXN1023144,CUST102885,2024-01-22,Debit,Shopping,Branch,6164.32,19891.83
TXN1000812,CUST100103,2024-01-22,Credit,Salary,Debit Card,9304.48,15431.39
TXN1035222,CUST104394,2024-01-22,Debit,ATM Withdrawal,ATM,6042.53,33978.64
TXN1032688,CUST104080,2024-01-22,Debit,Transfer Out,Net Banking,1903.93,22349.11
TXN1006082,CUST100756,2024-01-22,Debit,Utilities,Credit Card,18778.13,44816.67
TXN1024719,CUST103079,2024-01-22,Credit,Salary,UPI,11873.86,40116.79
TXN1002047,CUST100261,2024-01-22,Debit,Insurance,Net Banking,9666.31,11425.99
TXN1015287,CUST101897,2024-01-22,Debit,Shopping,UPI,6792.85,185762.32
TXN1023064,CUST102875,2024-01-22,Credit,Salary,ATM,28658.8,55590.86
TXN1009516,CUST101182,2024-01-22,Debit,Utilities,Credit Card,4291.95,25027.17
TXN1023298,CUST102903,2024-01-22,Debit,Utilities,Net Banking,16474.88,634.48
TXN1030983,CUST103864,2024-01-22,Debit,ATM Withdrawal,Credit Card,7979.34,280017.7
TXN1030948,CUST103860,2024-01-22,Debit,Transfer Out,Net Banking,4682.53,15097.52
TXN1023466,CUST102924,2024-01-22,Credit,Salary,UPI,38447.36,139668.64
TXN1022707,CUST102829,2024-01-22,Debit,Shopping,Debit Card,4891.04,50345.3
TXN1024149,CUST103007,2024-01-22,Debit,Insurance,UPI,8896.01,64388.57
TXN1009806,CUST101221,2024-01-22,Debit,Transfer Out,UPI,15548.55,81038.46
TXN1002143,CUST100273,2024-01-22,Debit,Transfer Out,Debit Card,5089.56,45587.16
TXN1000713,CUST100093,2024-01-22,Debit,EMI,Credit Card,6202.14,47225.07
TXN1023366,CUST102912,2024-01-22,Debit,EMI,UPI,914.34,24140.64
TXN1014953,CUST101856,2024-01-22,Debit,ATM Withdrawal,Debit Card,9509.45,66152.7
TXN1036075,CUST104499,2024-01-22,Debit,Dining,ATM,2742.13,28106.84
TXN1015636,CUST101938,2024-01-22,Credit,Salary,UPI,34731.96,82792.82
TXN1008502,CUST101055,2024-01-22,Debit,Shopping,UPI,8553.36,13818.45
TXN1001968,CUST100251,2024-01-22,Debit,Investment,ATM,2006.33,42444.68
TXN1009030,CUST101119,2024-01-22,Debit,Transfer Out,Debit Card,5026.92,54880.15
TXN1030812,CUST103845,2024-01-22,Credit,Transfer In,Debit Card,12587.32,42700.1
TXN1031657,CUST103952,2024-01-22,Credit,Refund,ATM,12412.42,74263.27
TXN1024273,CUST103022,2024-01-22,Debit,Utilities,Credit Card,11623.85,33091.33
TXN1015616,CUST101936,2024-01-22,Debit,Dining,UPI,2058.51,139591.53
TXN1024279,CUST103023,2024-01-22,Debit,Shopping,Branch,8716.95,125165.78
TXN1009088,CUST101128,2024-01-22,Debit,Utilities,Debit Card,34192.84,191002.4
TXN1038163,CUST104761,2024-01-22,Debit,Utilities,UPI,8878.66,128109.54
TXN1023332,CUST102907,2024-01-22,Credit,Salary,UPI,40809.0,90382.56
TXN1030872,CUST103852,2024-01-22,Debit,ATM Withdrawal,UPI,3102.83,46864.58
TXN1019128,CUST102374,2024-01-22,Debit,Utilities,Debit Card,21506.56,95114.81
TXN1020237,CUST102513,2024-01-22,Debit,Dining,Debit Card,24760.06,169767.49
TXN1025010,CUST103116,2024-01-22,Debit,Dining,UPI,33839.91,193130.57
TXN1036014,CUST104492,2024-01-22,Debit,Shopping,UPI,25676.99,204457.37
TXN1003992,CUST100497,2024-01-22,Credit,Salary,ATM,43470.86,71090.3
TXN1008665,CUST101075,2024-01-22,Debit,ATM Withdrawal,UPI,6774.82,43044.85
TXN1033755,CUST104209,2024-01-22,Credit,Salary,ATM,40139.58,88814.63
TXN1017617,CUST102185,2024-01-22,Debit,EMI,UPI,1126.83,18707.47
TXN1006730,CUST100833,2024-01-22,Debit,Dining,UPI,6963.64,136813.76
TXN1027591,CUST103443,2024-01-22,Debit,EMI,Debit Card,23206.73,91486.27
TXN1019373,CUST102406,2024-01-22,Debit,Dining,Net Banking,3099.81,71166.8
TXN1005709,CUST100706,2024-01-22,Credit,Salary,Debit Card,44904.35,142057.44
TXN1029208,CUST103642,2024-01-22,Credit,Salary,Net Banking,54920.48,98258.43
TXN1021169,CUST102628,2024-01-22,Debit,ATM Withdrawal,UPI,7750.51,18425.85
TXN1007265,CUST100899,2024-01-22,Debit,Investment,ATM,5222.76,224227.46
TXN1029207,CUST103642,2024-01-22,Debit,Utilities,Net Banking,8098.62,85292.02
TXN1037672,CUST104702,2024-01-22,Debit,ATM Withdrawal,Net Banking,210.11,30361.45
TXN1019409,CUST102411,2024-01-22,Debit,Travel,Debit Card,14686.58,105081.74
TXN1036477,CUST104548,2024-01-22,Debit,Transfer Out,Credit Card,3509.44,45880.45
TXN1034244,CUST104270,2024-01-22,Debit,Utilities,Credit Card,63914.58,7597.65
TXN1026899,CUST103356,2024-01-22,Debit,Utilities,ATM,3478.3,17596.17
TXN1007164,CUST100887,2024-01-22,Credit,Salary,UPI,139982.87,273336.87
TXN1021652,CUST102692,2024-01-22,Debit,ATM Withdrawal,Debit Card,11580.41,25382.37
TXN1004229,CUST100523,2024-01-22,Debit,Shopping,UPI,686.43,75526.22
TXN1000346,CUST100044,2024-01-22,Credit,Salary,UPI,78357.33,174519.67
TXN1027595,CUST103444,2024-01-22,Debit,Utilities,Net Banking,1102.66,25693.68
TXN1003214,CUST100401,2024-01-22,Debit,Dining,Debit Card,5872.66,41065.4
TXN1013726,CUST101705,2024-01-22,Credit,Transfer In,UPI,7090.84,67056.27
TXN1002971,CUST100373,2024-01-22,Debit,ATM Withdrawal,Net Banking,25196.77,102190.5
TXN1003122,CUST100390,2024-01-22,Debit,Travel,UPI,36834.43,99661.61
TXN1036567,CUST104559,2024-01-22,Debit,Shopping,ATM,1401.87,45160.4
TXN1036663,CUST104573,2024-01-22,Debit,EMI,UPI,19855.57,263242.8
TXN1013690,CUST101701,2024-01-22,Debit,Shopping,ATM,990.66,131984.22
TXN1020578,CUST102556,2024-01-22,Debit,EMI,Credit Card,5330.25,66153.35
TXN1017455,CUST102163,2024-01-22,Debit,EMI,UPI,16896.06,45314.19
TXN1010790,CUST101345,2024-01-22,Debit,Utilities,Debit Card,5077.7,25975.22
TXN1019314,CUST102399,2024-01-22,Debit,EMI,UPI,5848.43,3838.01
TXN1010797,CUST101346,2024-01-22,Debit,Utilities,ATM,5725.36,66204.58
TXN1029418,CUST103668,2024-01-22,Debit,Dining,UPI,3319.92,30048.36
TXN1007342,CUST100907,2024-01-22,Debit,ATM Withdrawal,Debit Card,12898.7,1111.6
TXN1036449,CUST104546,2024-01-22,Debit,Insurance,UPI,21457.28,295413.4
TXN1013525,CUST101680,2024-01-22,Debit,Utilities,Debit Card,1716.27,13457.26
TXN1010884,CUST101356,2024-01-22,Debit,Dining,Net Banking,31967.26,122922.29
TXN1010886,CUST101356,2024-01-22,Debit,Dining,Debit Card,38383.93,201981.89
TXN1021536,CUST102679,2024-01-22,Debit,Shopping,UPI,6073.41,15349.96
TXN1007382,CUST100913,2024-01-22,Credit,Salary,Branch,15731.55,30285.28
TXN1011823,CUST101472,2024-01-22,Credit,Salary,Credit Card,59041.9,128757.9
TXN1026910,CUST103357,2024-01-22,Debit,Insurance,UPI,2566.66,32191.5
TXN1006784,CUST100840,2024-01-22,Debit,Travel,UPI,14714.47,28837.81
TXN1001582,CUST100205,2024-01-22,Debit,Shopping,UPI,1693.76,4285.98
TXN1013025,CUST101616,2024-01-22,Debit,Dining,UPI,6591.95,53679.57
TXN1019577,CUST102432,2024-01-22,Debit,Dining,UPI,2408.83,26615.11
TXN1021286,CUST102646,2024-01-22,Debit,Utilities,UPI,2945.86,39829.3
TXN1028777,CUST103588,2024-01-22,Debit,Shopping,Debit Card,6606.16,51978.19
TXN1006961,CUST100862,2024-01-22,Debit,Dining,Debit Card,11074.0,10715.6
TXN1027382,CUST103416,2024-01-22,Debit,Utilities,UPI,5407.58,6731.3
TXN1006944,CUST100860,2024-01-22,Debit,Shopping,ATM,12416.52,72855.6
TXN1021211,CUST102635,2024-01-22,Credit,Salary,Net Banking,20737.27,53388.93
TXN1006810,CUST100842,2024-01-22,Debit,Investment,Debit Card,10910.06,56471.27
TXN1012939,CUST101607,2024-01-22,Debit,Utilities,UPI,8028.25,1988.38
TXN1037825,CUST104720,2024-01-22,Debit,ATM Withdrawal,Credit Card,3315.37,30640.76
TXN1002970,CUST100373,2024-01-22,Debit,Travel,Net Banking,29254.55,143991.26
TXN1000019,CUST100003,2024-01-22,Debit,Transfer Out,UPI,1735.97,30676.29
TXN1028716,CUST103581,2024-01-22,Debit,Travel,Debit Card,5223.38,23561.67
TXN1021202,CUST102634,2024-01-22,Debit,Transfer Out,Debit Card,10932.76,112959.27
TXN1011481,CUST101429,2024-01-22,Debit,Shopping,Net Banking,14556.22,30461.72
TXN1019590,CUST102434,2024-01-22,Credit,Salary,ATM,21379.38,73325.64
TXN1001249,CUST100163,2024-01-22,Debit,EMI,Net Banking,3279.34,180579.01
TXN1039561,CUST104935,2024-01-22,Debit,Transfer Out,UPI,4078.31,20332.37
TXN1027470,CUST103428,2024-01-22,Debit,Shopping,Net Banking,2267.06,26620.41
TXN1006350,CUST100788,2024-01-22,Debit,Shopping,Debit Card,4831.9,64237.94
TXN1011307,CUST101408,2024-01-22,Credit,Salary,UPI,14762.36,22490.05
TXN1002575,CUST100323,2024-01-22,Debit,Shopping,UPI,4147.03,71607.47
TXN1028995,CUST103615,2024-01-22,Credit,Salary,Debit Card,76900.86,187121.41
