credit_id,customer_id,as_of_date,credit_score,num_open_accounts,num_credit_inquiries_6m,credit_utilization_ratio,num_late_payments_30d,num_late_payments_90d,num_defaults_prior,bankruptcies,total_credit_limit,total_outstanding_debt,oldest_account_age_months
CR500804,CUST100804,2024-06-30,743,5,1,0.15,1,0,1,0,396000,59400,132
CR500805,CUST100805,2024-06-30,649,2,1,0.098,0,0,0,0,339000,33200,166
CR500806,CUST100806,2024-06-30,613,6,4,0.199,1,0,0,0,173000,34400,291
CR500807,CUST100807,2024-06-30,666,0,1,0.284,0,0,0,0,171000,48600,245
CR500808,CUST100808,2024-06-30,582,1,4,0.289,3,2,0,0,140000,40500,6
CR500809,CUST100809,2024-06-30,723,6,1,0.091,2,0,0,0,545000,49600,232
CR500810,CUST100810,2024-06-30,744,8,0,0.418,2,0,0,0,1113000,465200,214
CR500811,CUST100811,2024-06-30,692,3,1,0.435,0,0,0,0,636000,276700,256
CR500812,CUST100812,2024-06-30,633,2,0,0.402,1,0,0,0,123000,49400,288
CR500813,CUST100813,2024-06-30,799,5,0,0.443,1,0,0,0,232000,102800,432
CR500814,CUST100814,2024-06-30,588,1,5,0.36,1,0,0,0,65000,23400,6
CR500815,CUST100815,2024-06-30,642,0,2,0.238,0,0,0,0,347000,82600,138
CR500816,CUST100816,2024-06-30,696,5,2,0.323,0,0,0,0,193000,62300,145
CR500817,CUST100817,2024-06-30,803,1,0,0.372,0,0,0,0,724000,269300,361
CR500818,CUST100818,2024-06-30,735,4,2,0.089,1,0,0,0,539000,48000,358
CR500819,CUST100819,2024-06-30,641,4,0,0.88,1,0,1,0,121000,106500,439
CR500820,CUST100820,2024-06-30,744,7,1,0.028,0,0,0,0,203000,5700,117
CR500821,CUST100821,2024-06-30,716,5,2,0.108,0,0,0,0,403000,43500,137
CR500822,CUST100822,2024-06-30,643,1,0,0.219,3,0,0,0,175000,38300,6
CR500823,CUST100823,2024-06-30,608,5,1,0.103,3,0,0,0,256000,26400,21
CR500824,CUST100824,2024-06-30,564,4,8,0.647,4,0,0,0,54000,34900,6
CR500825,CUST100825,2024-06-30,633,2,2,0.152,3,0,0,0,231000,35100,237
CR500826,CUST100826,2024-06-30,712,5,1,0.169,1,0,1,0,725000,122500,41
CR500827,CUST100827,2024-06-30,588,3,3,0.323,1,1,0,0,282000,91100,34
CR500828,CUST100828,2024-06-30,620,1,1,0.507,3,0,0,0,250000,126800,11
CR500829,CUST100829,2024-06-30,667,3,0,0.307,1,0,1,0,257000,78900,236
CR500830,CUST100830,2024-06-30,578,2,2,0.533,2,1,0,0,129000,68800,155
CR500831,CUST100831,2024-06-30,575,4,2,0.295,1,1,0,0,107000,31600,239
CR500832,CUST100832,2024-06-30,632,4,0,0.129,3,0,0,0,121000,15600,291
CR500833,CUST100833,2024-06-30,657,3,3,0.42,2,0,0,0,507000,212900,169
CR500834,CUST100834,2024-06-30,619,4,3,0.496,2,0,0,0,85000,42200,112
CR500835,CUST100835,2024-06-30,647,3,1,0.477,4,0,1,0,353000,168400,6
CR500836,CUST100836,2024-06-30,683,2,2,0.537,0,0,0,0,592000,317900,393
CR500837,CUST100837,2024-06-30,700,2,2,0.225,0,0,0,0,274000,61600,240
CR500838,CUST100838,2024-06-30,711,2,2,0.653,0,0,0,0,281000,183500,252
CR500839,CUST100839,2024-06-30,603,2,3,0.714,3,0,0,0,447000,319200,241
CR500840,CUST100840,2024-06-30,575,4,2,0.381,2,0,0,0,125000,47600,235
CR500841,CUST100841,2024-06-30,592,2,3,0.642,0,0,0,0,103000,66100,217
CR500842,CUST100842,2024-06-30,611,1,0,0.56,3,1,0,0,157000,87900,134
CR500843,CUST100843,2024-06-30,553,4,4,0.659,3,2,0,0,137000,90300,39
CR500844,CUST100844,2024-06-30,697,4,3,0.232,0,0,0,0,459000,106500,32
CR500845,CUST100845,2024-06-30,642,5,2,0.274,2,0,0,0,120000,32900,396
CR500846,CUST100846,2024-06-30,694,3,1,0.108,2,0,0,0,629000,67900,384
CR500847,CUST100847,2024-06-30,835,2,1,0.694,1,1,0,0,376000,260900,220
CR500848,CUST100848,2024-06-30,600,1,1,0.223,2,0,0,0,186000,41500,344
CR500849,CUST100849,2024-06-30,896,4,3,0.182,0,0,0,0,1930000,351300,480
CR500850,CUST100850,2024-06-30,535,7,3,0.16,3,1,1,0,463000,74100,194
CR500851,CUST100851,2024-06-30,598,3,2,0.627,4,0,0,0,185000,116000,6
CR500852,CUST100852,2024-06-30,696,1,4,0.313,1,0,0,0,260000,81400,308
CR500853,CUST100853,2024-06-30,702,5,0,0.141,0,0,0,0,269000,37900,365
CR500854,CUST100854,2024-06-30,674,5,3,0.42,0,0,0,0,325000,136500,96
CR500855,CUST100855,2024-06-30,714,6,2,0.393,1,0,0,0,428000,168200,11
CR500856,CUST100856,2024-06-30,623,4,3,0.583,2,0,0,0,94000,54800,208
CR500857,CUST100857,2024-06-30,410,2,2,0.512,3,2,0,0,42000,21500,196
CR500858,CUST100858,2024-06-30,645,4,1,0.097,3,0,0,0,251000,24300,280
CR500859,CUST100859,2024-06-30,704,4,3,0.132,1,0,0,0,620000,81800,203
CR500860,CUST100860,2024-06-30,699,1,1,0.156,1,0,0,0,747000,116500,217
CR500861,CUST100861,2024-06-30,649,5,1,0.766,1,0,0,0,344000,263500,480
CR500862,CUST100862,2024-06-30,685,4,3,0.207,0,0,0,0,255000,52800,10
CR500863,CUST100863,2024-06-30,749,3,3,0.687,1,0,0,0,539000,370300,197
CR500864,CUST100864,2024-06-30,649,5,1,0.432,5,1,0,0,177000,76500,166
CR500865,CUST100865,2024-06-30,731,6,2,0.274,0,0,0,0,351000,96200,146
CR500866,CUST100866,2024-06-30,697,3,1,0.169,1,0,0,0,221000,37300,257
CR500867,CUST100867,2024-06-30,590,2,2,0.278,1,1,0,0,183000,50900,91
CR500868,CUST100868,2024-06-30,716,5,1,0.212,0,0,0,0,714000,151400,256
CR500869,CUST100869,2024-06-30,695,2,1,0.291,0,0,0,0,556000,161800,132
CR500870,CUST100870,2024-06-30,574,1,2,0.434,2,1,0,0,57000,24700,340
CR500871,CUST100871,2024-06-30,632,4,1,0.179,3,0,0,0,177000,31700,6
CR500872,CUST100872,2024-06-30,633,1,1,0.188,5,0,0,0,470000,88400,239
CR500873,CUST100873,2024-06-30,606,3,2,0.294,2,0,0,0,156000,45900,382
CR500874,CUST100874,2024-06-30,607,5,2,0.473,3,0,0,0,164000,77600,148
CR500875,CUST100875,2024-06-30,777,1,0,0.13,0,0,0,0,435000,56600,104
CR500876,CUST100876,2024-06-30,651,3,1,0.685,0,0,0,0,731000,500700,416
CR500877,CUST100877,2024-06-30,590,1,2,0.491,2,0,0,0,188000,92300,203
CR500878,CUST100878,2024-06-30,577,1,1,0.356,4,1,0,0,287000,102200,162
CR500879,CUST100879,2024-06-30,623,3,1,0.499,5,0,0,0,161000,80300,313
CR500880,CUST100880,2024-06-30,716,2,0,0.169,0,0,0,0,202000,34100,176
CR500881,CUST100881,2024-06-30,704,2,2,0.212,2,0,0,0,249000,52800,328
CR500882,CUST100882,2024-06-30,549,3,4,0.476,2,0,1,0,43000,20500,6
CR500883,CUST100883,2024-06-30,734,1,0,0.098,0,0,0,0,1250000,122500,149
CR500884,CUST100884,2024-06-30,728,3,3,0.666,1,0,0,0,570000,379600,125
CR500885,CUST100885,2024-06-30,875,1,1,0.098,1,0,0,0,336000,32900,242
CR500886,CUST100886,2024-06-30,674,4,3,0.224,0,0,0,0,123000,27600,366
CR500887,CUST100887,2024-06-30,655,2,0,0.237,0,0,0,0,1365000,323500,194
CR500888,CUST100888,2024-06-30,613,1,2,0.379,1,0,0,0,336000,127300,6
CR500889,CUST100889,2024-06-30,680,4,1,0.442,0,0,0,0,289000,127700,19
CR500890,CUST100890,2024-06-30,504,3,3,0.662,0,0,1,0,129000,85400,218
CR500891,CUST100891,2024-06-30,558,2,2,0.515,2,0,2,0,79000,40700,53
CR500892,CUST100892,2024-06-30,554,3,3,0.218,1,1,0,0,262000,57100,287
CR500893,CUST100893,2024-06-30,526,5,1,0.289,2,1,0,0,155000,44800,6
CR500894,CUST100894,2024-06-30,576,5,1,0.163,1,0,0,0,214000,34900,19
CR500895,CUST100895,2024-06-30,544,2,2,0.689,3,2,0,0,333000,229400,262
CR500896,CUST100896,2024-06-30,685,3,2,0.347,2,0,0,0,240000,83300,176
CR500897,CUST100897,2024-06-30,753,3,2,0.212,0,0,0,0,131000,27800,202
CR500898,CUST100898,2024-06-30,715,5,1,0.21,0,0,0,0,477000,100200,277
CR500899,CUST100899,2024-06-30,681,0,2,0.48,0,0,0,0,417000,200200,201
CR500900,CUST100900,2024-06-30,457,9,2,0.659,3,2,1,0,41000,27000,113
CR500901,CUST100901,2024-06-30,580,3,1,0.455,2,1,0,0,271000,123300,206
CR500902,CUST100902,2024-06-30,770,5,2,0.092,1,0,0,0,725000,66700,266
CR500903,CUST100903,2024-06-30,671,5,0,0.076,0,0,0,0,840000,63800,369
CR500904,CUST100904,2024-06-30,583,0,3,0.32,1,1,0,0,131000,41900,302
CR500905,CUST100905,2024-06-30,677,0,2,0.465,0,0,0,0,513000,238500,58
CR500906,CUST100906,2024-06-30,676,3,2,0.061,2,0,0,0,113000,6900,309
CR500907,CUST100907,2024-06-30,725,4,4,0.177,0,0,0,0,121000,21400,480
CR500908,CUST100908,2024-06-30,826,3,3,0.235,0,0,0,0,591000,138900,360
CR500909,CUST100909,2024-06-30,690,1,0,0.503,1,0,0,0,150000,75400,268
CR500910,CUST100910,2024-06-30,602,4,2,0.442,2,1,0,0,233000,103000,25
CR500911,CUST100911,2024-06-30,851,4,1,0.449,1,0,0,0,788000,353800,435
CR500912,CUST100912,2024-06-30,542,2,4,0.449,0,0,0,0,232000,104200,300
CR500913,CUST100913,2024-06-30,639,1,1,0.432,2,1,0,0,73000,31500,246
CR500914,CUST100914,2024-06-30,698,2,3,0.426,0,0,0,0,534000,227500,6
CR500915,CUST100915,2024-06-30,667,3,2,0.613,1,0,0,0,250000,153200,438
CR500916,CUST100916,2024-06-30,803,5,0,0.371,0,0,0,0,623000,231100,135
CR500917,CUST100917,2024-06-30,601,7,1,0.265,3,0,0,0,221000,58600,76
CR500918,CUST100918,2024-06-30,775,4,1,0.564,0,0,0,0,531000,299500,219
CR500919,CUST100919,2024-06-30,573,2,1,0.216,2,2,0,0,112000,24200,287
CR500920,CUST100920,2024-06-30,817,3,2,0.165,0,0,1,0,1074000,177200,170
CR500921,CUST100921,2024-06-30,703,2,1,0.395,0,0,0,0,293000,115700,406
CR500922,CUST100922,2024-06-30,521,4,1,0.44,5,0,1,0,36000,15800,310
CR500923,CUST100923,2024-06-30,638,2,0,0.21,1,0,0,0,350000,73500,108
CR500924,CUST100924,2024-06-30,680,6,2,0.192,2,0,0,0,136000,26100,245
CR500925,CUST100925,2024-06-30,520,1,2,0.782,1,0,2,0,320000,250200,6
CR500926,CUST100926,2024-06-30,658,9,2,0.597,1,0,0,0,234000,139700,66
CR500927,CUST100927,2024-06-30,669,4,2,0.083,0,0,0,0,188000,15600,85
CR500928,CUST100928,2024-06-30,471,3,2,0.393,2,1,1,0,103000,40500,120
CR500929,CUST100929,2024-06-30,655,7,1,0.21,1,0,0,0,456000,95800,221
CR500930,CUST100930,2024-06-30,717,3,0,0.421,1,0,0,0,173000,72800,6
CR500931,CUST100931,2024-06-30,647,5,1,0.148,5,1,0,0,207000,30600,286
CR500932,CUST100932,2024-06-30,765,5,2,0.171,0,0,0,0,830000,141900,251
CR500933,CUST100933,2024-06-30,709,3,2,0.141,0,0,0,0,204000,28800,221
CR500934,CUST100934,2024-06-30,636,5,2,0.516,1,1,0,0,238000,122800,212
CR500935,CUST100935,2024-06-30,624,4,0,0.619,2,1,0,0,804000,497700,356
CR500936,CUST100936,2024-06-30,510,2,3,0.316,2,1,2,0,74000,23400,6
CR500937,CUST100937,2024-06-30,733,3,0,0.25,0,0,0,0,1290000,322500,480
CR500938,CUST100938,2024-06-30,584,4,2,0.425,2,2,0,0,257000,109200,107
CR500939,CUST100939,2024-06-30,758,4,3,0.29,0,0,0,0,170000,49300,194
CR500940,CUST100940,2024-06-30,677,1,4,0.215,0,0,0,0,340000,73100,54
CR500941,CUST100941,2024-06-30,742,4,1,0.381,0,0,0,0,699000,266300,347
CR500942,CUST100942,2024-06-30,778,2,1,0.02,2,0,0,0,303000,6100,315
CR500943,CUST100943,2024-06-30,428,3,3,0.264,2,0,0,0,29000,7700,54
CR500944,CUST100944,2024-06-30,768,6,4,0.121,0,0,0,0,561000,67900,229
CR500945,CUST100945,2024-06-30,750,1,1,0.372,0,0,0,0,207000,77000,154
CR500946,CUST100946,2024-06-30,705,4,0,0.383,2,0,0,0,213000,81600,313
CR500947,CUST100947,2024-06-30,546,2,1,0.373,3,3,2,0,48000,17900,285
CR500948,CUST100948,2024-06-30,729,2,3,0.4,0,0,0,0,289000,115600,186
CR500949,CUST100949,2024-06-30,609,4,0,0.393,1,0,0,0,297000,116700,167
CR500950,CUST100950,2024-06-30,773,3,0,0.133,1,0,0,0,228000,30300,36
CR500951,CUST100951,2024-06-30,364,4,4,0.753,0,0,4,0,68000,51200,316
CR500952,CUST100952,2024-06-30,635,4,1,0.564,0,0,0,0,336000,189500,274
CR500953,CUST100953,2024-06-30,616,3,0,0.302,1,0,0,0,232000,70100,101
CR500954,CUST100954,2024-06-30,540,4,2,0.59,1,1,1,0,77000,45400,6
CR500955,CUST100955,2024-06-30,667,3,1,0.291,0,0,0,0,390000,113500,269
CR500956,CUST100956,2024-06-30,612,3,2,0.286,4,1,0,0,303000,86700,64
CR500957,CUST100957,2024-06-30,563,1,3,0.473,2,1,0,0,211000,99800,75
CR500958,CUST100958,2024-06-30,534,2,2,0.399,3,2,0,0,46000,18400,157
CR500959,CUST100959,2024-06-30,591,4,3,0.218,2,0,0,0,92000,20100,53
CR500960,CUST100960,2024-06-30,672,3,4,0.514,0,0,0,0,137000,70400,54
CR500961,CUST100961,2024-06-30,735,6,2,0.6,0,0,0,0,421000,252600,92
CR500962,CUST100962,2024-06-30,733,7,1,0.449,0,0,0,0,164000,73600,231
CR500963,CUST100963,2024-06-30,679,1,0,0.205,0,0,0,0,470000,96400,124
CR500964,CUST100964,2024-06-30,684,3,2,0.391,0,0,0,0,313000,122400,444
CR500965,CUST100965,2024-06-30,734,4,0,0.425,1,0,0,0,1049000,445800,145
CR500966,CUST100966,2024-06-30,766,4,1,0.165,0,0,0,0,496000,81800,247
CR500967,CUST100967,2024-06-30,464,4,3,0.493,5,2,1,0,32000,15800,14
CR500968,CUST100968,2024-06-30,570,2,1,0.466,2,2,0,0,103000,48000,44
CR500969,CUST100969,2024-06-30,571,2,1,0.525,0,0,0,0,170000,89200,132
CR500970,CUST100970,2024-06-30,697,2,0,0.223,0,0,0,0,640000,142700,231
CR500971,CUST100971,2024-06-30,557,2,4,0.222,2,1,0,0,170000,37700,247
CR500972,CUST100972,2024-06-30,563,3,2,0.745,0,0,0,0,65000,48400,6
CR500973,CUST100973,2024-06-30,683,5,4,0.376,0,0,0,0,216000,81200,154
CR500974,CUST100974,2024-06-30,757,5,3,0.198,0,0,0,0,1025000,203000,166
CR500975,CUST100975,2024-06-30,568,4,5,0.459,1,1,0,0,390000,179000,213
CR500976,CUST100976,2024-06-30,668,2,1,0.515,0,0,0,0,319000,164300,376
CR500977,CUST100977,2024-06-30,728,7,3,0.669,0,0,0,0,252000,168600,308
CR500978,CUST100978,2024-06-30,823,6,2,0.057,1,0,0,0,259000,14800,111
CR500979,CUST100979,2024-06-30,606,2,3,0.62,0,0,0,0,538000,333600,350
CR500980,CUST100980,2024-06-30,744,4,3,0.682,0,0,0,0,916000,624700,320
CR500981,CUST100981,2024-06-30,760,3,2,0.285,0,0,0,0,861000,245400,416
CR500982,CUST100982,2024-06-30,741,3,1,0.441,0,0,0,0,769000,339100,85
CR500983,CUST100983,2024-06-30,550,2,4,0.305,2,0,1,0,147000,44800,150
CR500984,CUST100984,2024-06-30,549,3,0,0.486,3,2,1,0,86000,41800,131
CR500985,CUST100985,2024-06-30,591,2,1,0.7,3,1,0,0,235000,164500,223
CR500986,CUST100986,2024-06-30,493,5,3,0.352,1,0,0,0,78000,27500,320
CR500987,CUST100987,2024-06-30,716,8,1,0.218,0,0,0,0,171000,37300,225
CR500988,CUST100988,2024-06-30,526,4,2,0.664,4,2,1,0,66000,43800,209
CR500989,CUST100989,2024-06-30,608,3,2,0.499,2,0,0,0,118000,58900,337
CR500990,CUST100990,2024-06-30,763,8,1,0.147,0,0,1,0,522000,76700,438
CR500991,CUST100991,2024-06-30,667,3,0,0.466,1,1,0,0,328000,152800,163
CR500992,CUST100992,2024-06-30,602,3,0,0.475,1,1,0,0,149000,70800,168
CR500993,CUST100993,2024-06-30,628,6,0,0.556,1,0,0,0,365000,202900,53
CR500994,CUST100994,2024-06-30,614,1,0,0.357,1,0,0,0,65000,23200,203
CR500995,CUST100995,2024-06-30,634,3,1,0.508,3,0,0,0,712000,361700,73
CR500996,CUST100996,2024-06-30,819,1,3,0.182,1,0,0,0,403000,73300,66
CR500997,CUST100997,2024-06-30,520,4,1,0.699,1,1,1,0,153000,106900,22
CR500998,CUST100998,2024-06-30,642,2,3,0.418,1,0,0,0,360000,150500,420
CR500999,CUST100999,2024-06-30,586,4,3,0.244,4,2,0,0,152000,37100,338
CR501000,CUST101000,2024-06-30,664,3,1,0.238,0,0,0,0,178000,42400,239
CR501001,CUST101001,2024-06-30,649,4,1,0.545,2,0,0,0,162000,88300,341
CR501002,CUST101002,2024-06-30,601,4,0,0.319,2,0,0,0,418000,133300,273
CR501003,CUST101003,2024-06-30,602,4,1,0.115,3,0,0,0,462000,53100,122
CR501004,CUST101004,2024-06-30,618,1,1,0.651,5,0,0,0,552000,359400,233
CR501005,CUST101005,2024-06-30,722,5,2,0.524,2,0,0,0,760000,398200,316
CR501006,CUST101006,2024-06-30,352,4,5,0.54,0,0,2,0,95000,51300,113
CR501007,CUST101007,2024-06-30,700,7,0,0.479,0,0,0,0,654000,313300,480
CR501008,CUST101008,2024-06-30,701,3,1,0.456,0,0,0,0,125000,57000,93
CR501009,CUST101009,2024-06-30,619,4,0,0.564,1,0,0,0,144000,81200,209
CR501010,CUST101010,2024-06-30,617,4,2,0.506,4,0,0,0,256000,129500,341
CR501011,CUST101011,2024-06-30,549,2,3,0.178,1,1,3,0,228000,40600,213
CR501012,CUST101012,2024-06-30,647,2,2,0.161,0,0,0,0,139000,22400,60
CR501013,CUST101013,2024-06-30,642,2,0,0.617,1,0,0,0,421000,259800,376
CR501014,CUST101014,2024-06-30,654,4,1,0.33,0,0,0,0,253000,83500,359
CR501015,CUST101015,2024-06-30,731,2,1,0.267,0,0,0,0,206000,55000,159
CR501016,CUST101016,2024-06-30,677,2,1,0.112,0,0,0,0,678000,75900,178
CR501017,CUST101017,2024-06-30,755,3,2,0.029,2,0,0,0,614000,17800,267
CR501018,CUST101018,2024-06-30,627,5,3,0.462,4,0,0,0,670000,309500,182
CR501019,CUST101019,2024-06-30,789,1,3,0.163,0,0,0,0,296000,48200,225
CR501020,CUST101020,2024-06-30,708,5,0,0.412,0,0,0,0,280000,115400,191
CR501021,CUST101021,2024-06-30,574,3,1,0.176,4,2,1,0,169000,29700,387
CR501022,CUST101022,2024-06-30,635,2,2,0.139,1,0,0,0,1193000,165800,283
CR501023,CUST101023,2024-06-30,632,2,2,0.202,2,0,0,0,145000,29300,167
CR501024,CUST101024,2024-06-30,753,2,1,0.206,0,0,0,0,738000,152000,373
CR501025,CUST101025,2024-06-30,690,1,1,0.428,0,0,0,0,250000,107000,162
CR501026,CUST101026,2024-06-30,647,4,3,0.195,1,0,1,0,390000,76000,64
CR501027,CUST101027,2024-06-30,774,5,2,0.43,0,0,0,0,677000,291100,443
CR501028,CUST101028,2024-06-30,664,3,1,0.235,0,0,0,0,142000,33400,370
CR501029,CUST101029,2024-06-30,685,4,0,0.388,1,0,0,0,321000,124500,343
CR501030,CUST101030,2024-06-30,703,4,2,0.245,1,0,0,0,283000,69300,323
CR501031,CUST101031,2024-06-30,628,5,0,0.288,1,0,0,0,286000,82400,392
CR501032,CUST101032,2024-06-30,550,5,5,0.337,2,0,3,0,138000,46500,342
CR501033,CUST101033,2024-06-30,592,4,5,0.297,2,0,0,0,184000,54600,30
CR501034,CUST101034,2024-06-30,666,2,1,0.298,0,0,0,0,172000,51300,380
CR501035,CUST101035,2024-06-30,579,1,2,0.329,0,0,0,0,108000,35500,140
CR501036,CUST101036,2024-06-30,662,3,1,0.242,0,0,0,0,236000,57100,177
CR501037,CUST101037,2024-06-30,640,1,1,0.098,0,0,0,0,191000,18700,258
CR501038,CUST101038,2024-06-30,581,4,3,0.25,3,0,0,0,61000,15200,288
CR501039,CUST101039,2024-06-30,603,2,0,0.213,3,0,0,0,309000,65800,166
CR501040,CUST101040,2024-06-30,718,5,2,0.215,0,0,0,0,770000,165600,188
CR501041,CUST101041,2024-06-30,638,4,0,0.362,2,0,0,0,313000,113300,188
CR501042,CUST101042,2024-06-30,615,1,2,0.495,4,0,0,0,197000,97500,136
CR501043,CUST101043,2024-06-30,666,4,2,0.55,0,0,0,0,516000,283800,379
CR501044,CUST101044,2024-06-30,669,5,2,0.476,1,0,0,0,469000,223200,6
CR501045,CUST101045,2024-06-30,762,5,0,0.282,0,0,0,0,1093000,308200,313
CR501046,CUST101046,2024-06-30,729,6,3,0.246,0,0,0,0,443000,109000,6
CR501047,CUST101047,2024-06-30,552,3,1,0.532,5,1,0,0,205000,109100,71
CR501048,CUST101048,2024-06-30,585,2,1,0.352,1,1,0,0,638000,224600,121
CR501049,CUST101049,2024-06-30,687,7,1,0.2,0,0,0,0,279000,55800,184
CR501050,CUST101050,2024-06-30,600,5,2,0.562,2,0,0,0,260000,146100,139
CR501051,CUST101051,2024-06-30,555,11,5,0.277,4,0,0,0,237000,65600,10
CR501052,CUST101052,2024-06-30,694,4,2,0.255,1,0,1,0,186000,47400,308
CR501053,CUST101053,2024-06-30,749,5,1,0.335,0,0,0,0,745000,249600,479
CR501054,CUST101054,2024-06-30,640,7,4,0.242,1,0,0,0,65000,15700,188
CR501055,CUST101055,2024-06-30,648,4,0,0.543,2,0,0,0,505000,274200,304
CR501056,CUST101056,2024-06-30,685,4,0,0.345,0,0,0,0,455000,157000,264
CR501057,CUST101057,2024-06-30,654,2,0,0.199,0,0,0,0,151000,30000,94
CR501058,CUST101058,2024-06-30,585,3,2,0.694,5,1,0,0,173000,120100,96
CR501059,CUST101059,2024-06-30,573,3,0,0.382,3,1,0,0,275000,105000,313
CR501060,CUST101060,2024-06-30,640,2,0,0.545,0,0,0,0,184000,100300,183
CR501061,CUST101061,2024-06-30,643,5,0,0.121,2,0,0,0,182000,22000,79
CR501062,CUST101062,2024-06-30,655,2,0,0.21,0,0,0,0,100000,21000,142
CR501063,CUST101063,2024-06-30,575,4,3,0.286,4,2,0,0,155000,44300,161
CR501064,CUST101064,2024-06-30,642,2,1,0.439,2,0,0,0,78000,34200,93
CR501065,CUST101065,2024-06-30,890,3,2,0.02,0,0,0,0,1682000,33600,105
CR501066,CUST101066,2024-06-30,546,4,2,0.494,0,0,1,0,171000,84500,261
CR501067,CUST101067,2024-06-30,578,6,3,0.294,2,1,0,0,393000,115500,365
CR501068,CUST101068,2024-06-30,474,3,1,0.643,5,1,0,0,131000,84200,119
CR501069,CUST101069,2024-06-30,567,2,2,0.719,2,0,0,0,124000,89200,131
CR501070,CUST101070,2024-06-30,803,6,0,0.255,1,0,0,0,277000,70600,125
CR501071,CUST101071,2024-06-30,597,4,2,0.212,0,0,0,0,459000,97300,184
CR501072,CUST101072,2024-06-30,650,2,0,0.361,2,0,0,0,655000,236500,244
CR501073,CUST101073,2024-06-30,647,5,1,0.275,0,0,0,0,516000,141900,225
CR501074,CUST101074,2024-06-30,766,3,1,0.263,1,0,0,0,1155000,303800,263
CR501075,CUST101075,2024-06-30,689,4,1,0.585,0,0,0,0,226000,132200,6
CR501076,CUST101076,2024-06-30,802,4,1,0.02,0,0,0,0,832000,16600,422
CR501077,CUST101077,2024-06-30,831,4,1,0.348,1,1,0,0,269000,93600,221
CR501078,CUST101078,2024-06-30,621,3,1,0.687,2,0,0,0,295000,202700,348
CR501079,CUST101079,2024-06-30,654,5,0,0.703,1,0,0,0,293000,206000,120
CR501080,CUST101080,2024-06-30,540,2,2,0.314,1,1,1,0,152000,47700,217
CR501081,CUST101081,2024-06-30,448,3,0,0.825,2,1,2,0,59000,48700,382
CR501082,CUST101082,2024-06-30,636,5,1,0.314,2,1,0,0,735000,230800,40
CR501083,CUST101083,2024-06-30,799,3,3,0.252,0,0,0,0,737000,185700,277
CR501084,CUST101084,2024-06-30,638,3,2,0.193,0,0,0,0,151000,29100,302
CR501085,CUST101085,2024-06-30,645,0,1,0.25,3,0,0,0,330000,82500,117
CR501086,CUST101086,2024-06-30,578,4,1,0.408,5,0,0,0,444000,181200,6
CR501087,CUST101087,2024-06-30,675,3,2,0.41,0,0,0,0,431000,176700,224
CR501088,CUST101088,2024-06-30,599,2,2,0.276,2,2,0,0,115000,31700,310
CR501089,CUST101089,2024-06-30,580,1,1,0.529,1,1,0,0,82000,43400,245
CR501090,CUST101090,2024-06-30,745,4,2,0.522,1,0,0,0,572000,298600,152
CR501091,CUST101091,2024-06-30,667,5,2,0.367,1,0,0,0,113000,41500,252
CR501092,CUST101092,2024-06-30,665,5,0,0.595,0,0,0,0,90000,53600,349
CR501093,CUST101093,2024-06-30,558,2,2,0.325,5,1,2,0,81000,26300,6
CR501094,CUST101094,2024-06-30,658,1,1,0.663,1,0,0,0,136000,90200,375
CR501095,CUST101095,2024-06-30,698,2,1,0.161,2,0,0,0,723000,116400,127
CR501096,CUST101096,2024-06-30,608,1,2,0.347,3,0,1,0,139000,48200,214
CR501097,CUST101097,2024-06-30,735,10,0,0.204,0,0,0,0,389000,79400,31
CR501098,CUST101098,2024-06-30,637,0,2,0.457,5,0,0,0,312000,142600,88
CR501099,CUST101099,2024-06-30,706,4,0,0.229,0,0,0,0,245000,56100,340
CR501100,CUST101100,2024-06-30,518,4,5,0.314,4,1,1,0,101000,31700,107
CR501101,CUST101101,2024-06-30,691,4,1,0.682,0,0,0,0,303000,206600,125
CR501102,CUST101102,2024-06-30,853,4,3,0.681,0,0,0,0,394000,268300,163
CR501103,CUST101103,2024-06-30,566,2,1,0.207,1,0,0,0,76000,15700,153
CR501104,CUST101104,2024-06-30,589,1,5,0.515,0,0,0,0,233000,120000,275
CR501105,CUST101105,2024-06-30,466,8,1,0.449,0,0,2,0,118000,53000,352
CR501106,CUST101106,2024-06-30,699,5,0,0.507,1,1,0,0,419000,212400,199
CR501107,CUST101107,2024-06-30,579,2,2,0.333,2,1,0,0,225000,74900,285
CR501108,CUST101108,2024-06-30,560,2,1,0.319,2,0,0,0,205000,65400,183
CR501109,CUST101109,2024-06-30,845,3,0,0.116,0,0,0,0,705000,81800,172
CR501110,CUST101110,2024-06-30,543,4,2,0.546,2,0,2,0,233000,127200,147
CR501111,CUST101111,2024-06-30,755,3,1,0.72,2,0,0,0,383000,275800,121
CR501112,CUST101112,2024-06-30,586,4,4,0.314,3,0,0,1,143000,44900,152
CR501113,CUST101113,2024-06-30,689,2,0,0.317,0,0,0,0,261000,82700,39
CR501114,CUST101114,2024-06-30,556,2,1,0.606,2,1,1,0,181000,109700,475
CR501115,CUST101115,2024-06-30,560,3,5,0.161,1,0,0,0,463000,74500,179
CR501116,CUST101116,2024-06-30,601,3,0,0.282,2,0,0,0,177000,49900,347
CR501117,CUST101117,2024-06-30,758,7,2,0.466,1,0,0,0,163000,76000,42
CR501118,CUST101118,2024-06-30,675,3,2,0.465,0,0,0,0,183000,85100,139
